StanFunction;Arguments;ReturnType;Documentation;
sum;(matrix x);real;The sum of the values in x, or 0 if x is empty\n;
prod;(vector x);real;The product of the values in x, or 1 if x is empty\n;
prod;(row_vector x);real;The product of the values in x, or 1 if x is empty\n;
prod;(matrix x);real;The product of the values in x, or 1 if x is empty\n;
mean;(vector x);real;The sample mean of the values in x see section\n[array reductions](array_operations.qmd#array-reductions) for details.\n;
mean;(row_vector x);real;The sample mean of the values in x see section\n[array reductions](array_operations.qmd#array-reductions) for details.\n;
mean;(matrix x);real;The sample mean of the values in x see section\n[array reductions](array_operations.qmd#array-reductions) for details.\n;
variance;(vector x);real;The sample variance of the values in x see section\n[array reductions](array_operations.qmd#array-reductions) for details.\n;
variance;(row_vector x);real;The sample variance of the values in x see section\n[array reductions](array_operations.qmd#array-reductions) for details.\n;
variance;(matrix x);real;The sample variance of the values in x see section\n[array reductions](array_operations.qmd#array-reductions) for details.\n;
sd;(vector x);real;The sample standard deviation of the values in x see section\n[array reductions](array_operations.qmd#array-reductions) for details.\n;
sd;(row_vector x);real;The sample standard deviation of the values in x see section\n[array reductions](array_operations.qmd#array-reductions) for details.\n;
sd;(matrix x);real;The sample standard deviation of the values in x see section\n[array reductions](array_operations.qmd#array-reductions) for details.\n;
quantile;(data vector x, data real p);real;The p-th quantile of x\n;
quantile;(data vector x, data array[] real p);array[] real;An array containing the quantiles of x given by the array of probabilities p\n;
quantile;(data row_vector x, data real p);real;The p-th quantile of x\n;
quantile;(data row_vector x, data array[] real p);array[] real;An array containing the quantiles of x given by the array of probabilities p\n;
rep_vector;(real x, int m);vector;Return the size m (column) vector consisting of copies of x.\n;
rep_row_vector;(real x, int n);row_vector;Return the size n row vector consisting of copies of x.\n;
rep_matrix;(real x, int m, int n);matrix;Return the m by n matrix consisting of copies of x.\n;
rep_matrix;(vector v, int n);matrix;Return the m by n matrix consisting of n copies of the (column) vector\nv of size m.\n;
rep_matrix;(row_vector rv, int m);matrix;Return the m by n matrix consisting of m copies of the row vector rv\nof size n.\nUnlike the situation with array broadcasting (see section\n[array broadcasting](array_operations.qmd#array-broadcasting)), where there is a distinction between\ninteger and real arguments, the following two statements produce the\nsame result for vector broadcasting  row vector and matrix\nbroadcasting behave similarly.\n```stan\n vector[3] x\n x = rep_vector(1, 3)\n x = rep_vector(1.0, 3)\n```\nThere are no integer vector or matrix types, so integer values are\nautomatically promoted.\n;
symmetrize_from_lower_tri;(matrix A);matrix;Construct a symmetric matrix from the lower triangle of A.\n;
add_diag;(matrix m, row_vector d);matrix;Add row_vector `d` to the diagonal of matrix `m`.\n;
add_diag;(matrix m, vector d);matrix;Add vector `d` to the diagonal of matrix `m`.\n;
add_diag;(matrix m, real d);matrix;Add scalar `d` to every diagonal element of matrix `m`.\n;
diagonal;(matrix x);vector;The diagonal of the matrix x\n;
diag_matrix;(vector x);matrix;The diagonal matrix with diagonal x\nAlthough the `diag_matrix` function is available, it is unlikely to\never show up in an efficient Stan program.  For example, rather than\nconverting a diagonal to a full matrix for use as a covariance matrix,\n```stan\n y ~ multi_normal(mu, diag_matrix(square(sigma)))\n```\nit is much more efficient to just use a univariate normal, which\nproduces the same density,\n```stan\n y ~ normal(mu, sigma)\n```\nRather than writing `m * diag_matrix(v)` where `m` is a matrix and `v`\nis a vector, it is much more efficient to write `diag_post_multiply(m,\nv)` (and similarly for pre-multiplication). By the same token, it is\nbetter to use `quad_form_diag(m, v)` rather than `quad_form(m,\ndiag_matrix(v))`.\n;
identity_matrix;(int k);matrix;Create an identity matrix of size $k \times k$\n;
linspaced_array;(int n, data real lower, data real upper);array[] real;Create a real array of length `n` of equidistantly-spaced elements between `lower` and `upper`\n;
linspaced_int_array;(int n, int lower, int upper);array[] real;Create a regularly spaced, increasing integer array of length `n` between `lower` and `upper`, inclusively.\nIf `(upper - lower) / (n - 1)` is less than one, repeat each output `(n - 1) / (upper - lower)` times.\nIf neither `(upper - lower) / (n - 1)` or `(n - 1) / (upper - lower)` are integers, `upper` is reduced until one of these is true.\n;
linspaced_vector;(int n, data real lower, data real upper);vector;Create an `n`-dimensional vector of equidistantly-spaced elements between `lower` and `upper`\n;
linspaced_row_vector;(int n, data real lower, data real upper);row_vector;Create an `n`-dimensional row-vector of equidistantly-spaced elements between `lower` and `upper`\n;
one_hot_int_array;(int n, int k);array[] int;Create a one-hot encoded int array of length `n` with `array[k] = 1`\n;
one_hot_array;(int n, int k);array[] real;Create a one-hot encoded real array of length `n` with `array[k] = 1`\n;
one_hot_vector;(int K, int k);vector;Create an `n`-dimensional one-hot encoded vector with `vector[k] = 1`\n;
one_hot_row_vector;(int n, int k);row_vector;Create an `n`-dimensional one-hot encoded row-vector  with `row_vector[k] = 1`\n;
ones_int_array;(int n);array[] int;Create an int array of length `n` of all ones\n;
ones_array;(int n);array[] real;Create a real array of length `n` of all ones\n;
ones_vector;(int n);vector;Create an `n`-dimensional vector of all ones\n;
ones_row_vector;(int n);row_vector;Create an `n`-dimensional row-vector of all ones\n;
zeros_int_array;(int n);array[] int;Create an int array of length `n` of all zeros\n;
zeros_array;(int n);array[] real;Create a real array of length `n` of all zeros\n;
zeros_row_vector;(int n);vector;Create an `n`-dimensional vector of all zeros\n;
zeros_row_vector;(int n);row_vector;Create an `n`-dimensional row-vector of all zeros\n;
uniform_simplex;(int n);vector;Create an `n`-dimensional simplex with elements `vector[i] = 1 / n` for all $i \in 1, \dots, n$\n;
col;(matrix x, int n);vector;The n-th column of matrix x\n;
row;(matrix x, int m);row_vector;The m-th row of matrix x\nThe `row` function is special in that it may be used as an lvalue in\nan assignment statement (i.e., something to which a value may be\nassigned).  The row function is also special in that the indexing\nnotation `x[m]` is just an alternative way of writing `row(x,m)`.  The\n`col` function may **not**, be used as an lvalue, nor is there an\nindexing based shorthand for it.\n;
block;(matrix x, int i, int j, int n_rows, int n_cols);matrix;Return the submatrix of x that starts at row i and column j and\nextends n_rows rows and n_cols columns.\nThe sub-row and sub-column operations may be used to extract a slice\nof row or column from a matrix\n;
sub_col;(matrix x, int i, int j, int n_rows);vector;Return the sub-column of x that starts at row i and column j and\nextends n_rows rows and 1 column.\n;
sub_row;(matrix x, int i, int j, int n_cols);row_vector;Return the sub-row of x that starts at row i and column j and extends\n1 row and n_cols columns.\n;
head;(vector v, int n);vector;Return the vector consisting of the first n elements of v.\n;
head;(row_vector rv, int n);row_vector;Return the row vector consisting of the first n elements of rv.\n;
head;(array[] T sv, int n);array[] T;Return the array consisting of the first n elements of sv applies to\nup to three-dimensional arrays containing any type of elements `T`.\n;
tail;(vector v, int n);vector;Return the vector consisting of the last n elements of v.\n;
tail;(row_vector rv, int n);row_vector;Return the row vector consisting of the last n elements of rv.\n;
tail;(array[] T sv, int n);array[] T;Return the array consisting of the last n elements of sv applies to\nup to three-dimensional arrays containing any type of elements `T`.\n;
segment;(vector v, int i, int n);vector;Return the vector consisting of the n elements of v starting at i\ni.e., elements i through through i + n - 1.\n;
segment;(row_vector rv, int i, int n);row_vector;Return the row vector consisting of the n elements of rv starting at\ni i.e., elements i through through i + n - 1.\n;
segment;(array[] T sv, int i, int n);array[] T;Return the array consisting of the n elements of sv starting at i\ni.e., elements i through through i + n - 1. Applies to up to\nthree-dimensional arrays containing any type of elements `T`.\n;
append_col;(matrix x, matrix y);matrix;Combine matrices x and y by column. The matrices must have the same\nnumber of rows.\n;
append_col;(matrix x, vector y);matrix;Combine matrix x and vector y by column. The matrix and the vector\nmust have the same number of rows.\n;
append_col;(vector x, matrix y);matrix;Combine vector x and matrix y by column. The vector and the matrix\nmust have the same number of rows.\n;
append_col;(vector x, vector y);matrix;Combine vectors x and y by column. The vectors must have the same\nnumber of rows.\n;
append_col;(row_vector x, row_vector y);row_vector;Combine row vectors x and y of any size into another row vector by appending y\nto the end of x.\n;
append_col;(real x, row_vector y);row_vector;Append x to the front of y, returning another row vector.\n;
append_col;(row_vector x, real y);row_vector;Append y to the end of x, returning another row vector.\n;
append_row;(matrix x, matrix y);matrix;Combine matrices x and y by row. The matrices must have the same\nnumber of columns.\n;
append_row;(matrix x, row_vector y);matrix;Combine matrix x and row vector y by row. The matrix and the row\nvector must have the same number of columns.\n;
append_row;(row_vector x, matrix y);matrix;Combine row vector x and matrix y by row. The row vector and the\nmatrix must have the same number of columns.\n;
append_row;(row_vector x, row_vector y);matrix;Combine row vectors x and y by row. The row vectors must have the same\nnumber of columns.\n;
append_row;(vector x, vector y);vector;Concatenate vectors x and y of any size into another vector.\n;
append_row;(real x, vector y);vector;Append x to the top of y, returning another vector.\n;
append_row;(vector x, real y);vector;Append y to the bottom of x, returning another vector.\n;
softmax;(vector x);vector;The softmax of x\n;
log_softmax;(vector x);vector;The natural logarithm of the softmax of x\n;
cumulative_sum;(array[] int x);array[] int;The cumulative sum of x\n;
cumulative_sum;(array[] real x);array[] real;The cumulative sum of x\n;
cumulative_sum;(vector v);vector;The cumulative sum of v\n;
cumulative_sum;(row_vector rv);row_vector;The cumulative sum of rv\n;
operator/;(row_vector b, matrix A);row_vector;The right division of b by A equivalently `b * inverse(A)`\n;
